Date,Monthly Total Precipitation (in),Monthly Average Mean Temperature (degF),Monthly Total Snowfall (in),City
1971-03,0.7,14.15,11.1,Anchorage
1971-04,0.63,33.35,8.3,Anchorage
1971-05,0.52,41.63,,Anchorage
1971-06,0.37,51.13,0,Anchorage
1971-07,2.86,55.42,0,Anchorage
1971-08,2.58,55.03,0,Anchorage
1971-09,1.79,45.86,0,Anchorage
1971-10,2.16,32.26,11.9,Anchorage
1971-11,0.67,18.25,8.2,Anchorage
1971-12,0.88,16.18,12.1,Anchorage
1972-01,0.56,6.34,9.6,Anchorage
1972-02,0.63,13.45,8.9,Anchorage
1972-03,0.68,15.69,12,Anchorage
1972-04,0.73,26.78,12.6,Anchorage
1972-05,0.81,43.21,,Anchorage
1972-06,0.61,51.92,0,Anchorage
1972-07,0.42,58.92,0,Anchorage
1972-08,1.4,56.55,0,Anchorage
1972-09,4.42,44.48,1.5,Anchorage
1972-10,2.89,31.66,3.3,Anchorage
1972-11,0.76,21.22,10.7,Anchorage
1972-12,0.72,12.31,6.5,Anchorage
1973-01,0.72,2.9,8.1,Anchorage
1973-02,0.11,13.07,1,Anchorage
1973-03,0.65,24.18,16.1,Anchorage
1973-04,0.33,35.83,1.3,Anchorage
1973-05,0.14,43.61,0,Anchorage
1973-06,1.07,51.38,0,Anchorage
1973-07,0.6,57.74,0,Anchorage
1973-08,3.4,53.76,0,Anchorage
1973-09,0.76,45.7,0,Anchorage
1973-10,1.74,32.13,6.6,Anchorage
1973-11,0.78,13.55,10.6,Anchorage
1973-12,0.38,18.32,6.7,Anchorage
1974-01,0.02,6.82,0.5,Anchorage
1974-02,1.15,14.11,22.8,Anchorage
1974-03,0.6,23.26,8.2,Anchorage
1974-04,0.61,37.9,1.9,Anchorage
1974-05,0.34,47.85,0,Anchorage
1974-06,0.69,55.48,0,Anchorage
1974-07,1.22,57.23,0,Anchorage
1974-08,1.62,56.27,0,Anchorage
1974-09,1.53,49.73,0,Anchorage
1974-10,2.63,34.52,4.4,Anchorage
1974-11,1.01,22.62,8.4,Anchorage
1974-12,2,18.77,29.2,Anchorage
1975-01,0.43,11.87,5.7,Anchorage
1975-02,0.77,12.91,15.4,Anchorage
1975-03,0.54,22.47,8.3,Anchorage
1975-04,1.71,32.92,16.1,Anchorage
1975-05,0.4,46.27,0.4,Anchorage
1975-06,0.47,52.95,0,Anchorage
1975-07,1.33,58.55,0,Anchorage
1975-08,1.19,56.58,0,Anchorage
1975-09,4.52,49.28,0,Anchorage
1975-10,0.69,34.58,,Anchorage
1975-11,0.1,14.23,2,Anchorage
1975-12,0.89,11.6,11.5,Anchorage
1976-01,0.98,17.05,9.7,Anchorage
1976-02,0.33,12.72,1.8,Anchorage
1976-03,1.77,24.1,30.7,Anchorage
1976-04,0.74,34.82,5.6,Anchorage
1976-05,0.16,44.92,,Anchorage
1976-06,0.33,53.63,0,Anchorage
1976-07,0.6,58.9,0,Anchorage
1976-08,0.97,56.24,0,Anchorage
1976-09,3.5,47.33,0,Anchorage
1976-10,1.29,33.39,11.4,Anchorage
1976-11,2.84,30.52,11.1,Anchorage
1976-12,1.03,23.06,13.8,Anchorage
1977-01,1.35,31.98,6.1,Anchorage
1977-02,0.52,32.68,2.1,Anchorage
1977-03,0.84,24.73,9.5,Anchorage
1977-04,1.91,35.68,14,Anchorage
1977-05,0.46,46.85,0,Anchorage
1977-06,0.49,57.78,0,Anchorage
1977-07,1.37,62.55,0,Anchorage
1977-08,1.35,60.24,0,Anchorage
1977-09,4.08,50.73,1,Anchorage
1977-10,1.92,38.26,13.2,Anchorage
1977-11,0.53,15.27,12.6,Anchorage
1977-12,0.69,11.27,10.6,Anchorage
1978-01,0.39,21.19,7.3,Anchorage
1978-02,1.19,26.25,20.8,Anchorage
1978-03,0.45,29.26,9.5,Anchorage
1978-04,0.02,39.07,,Anchorage
1978-05,0.03,48.94,0,Anchorage
1978-06,3.09,54.52,0,Anchorage
1978-07,1.78,58.79,0,Anchorage
1978-08,0.54,59.79,0,Anchorage
1978-09,2.16,51.45,0,Anchorage
1978-10,1.65,39.21,3.9,Anchorage
1978-11,0.85,26.3,8.5,Anchorage
1978-12,2.6,21.4,35.2,Anchorage
1979-01,0.23,22.26,3.6,Anchorage
1979-02,0.69,10.57,6.2,Anchorage
1979-03,2.76,31.58,31,Anchorage
1979-04,0.94,38.75,2.8,Anchorage
1979-05,0.15,50.18,0,Anchorage
1979-06,1.79,55.9,0,Anchorage
1979-07,3.84,60.4,0,Anchorage
1979-08,1.56,58.77,0,Anchorage
1979-09,2.73,51.97,0,Anchorage
1979-10,2.54,41.11,4.3,Anchorage
1979-11,2.77,33.48,13.7,Anchorage
1979-12,1.15,9.98,16,Anchorage
1980-01,1.28,14.27,12,Anchorage
1980-02,1.18,27.41,18.7,Anchorage
1980-03,0.3,27.21,3.4,Anchorage
1980-04,0.19,39.32,0.8,Anchorage
1980-05,1.68,45.74,0,Anchorage
1980-06,2.73,53.22,0,Anchorage
1980-07,2.27,57.03,0,Anchorage
1980-08,3.06,54.37,0,Anchorage
1980-09,2.53,46.68,0,Anchorage
1980-10,3.05,37.16,10.2,Anchorage
1980-11,0.49,27.58,4.2,Anchorage
1980-12,0.41,0.77,1.4,Anchorage
1981-01,0.93,31.47,5,Anchorage
1981-02,0.97,24.73,6.6,Anchorage
1981-03,0.41,34.31,4.4,Anchorage
1981-04,0.19,36,1.1,Anchorage
1981-05,0.81,50.66,,Anchorage
1981-06,0.83,53.78,0,Anchorage
1981-07,4.39,57.35,0,Anchorage
1981-08,4.96,54.79,0,Anchorage
1981-09,2.15,47.85,1.5,Anchorage
1981-10,3.49,35.95,6.3,Anchorage
1981-11,1.85,21.77,20,Anchorage
1981-12,0.36,15.9,7.6,Anchorage
1982-01,0.02,6.39,0.5,Anchorage
1982-02,0.69,15.46,0.6,Anchorage
1982-03,0.42,26.27,5.6,Anchorage
1982-04,0.27,33.12,3.5,Anchorage
1982-05,0.54,44.52,0.7,Anchorage
1982-06,1.56,52.85,0,Anchorage
1982-07,2.41,56.21,0,Anchorage
1982-08,2.33,54.68,0,Anchorage
1982-09,4.66,47.48,0,Anchorage
1982-10,2.95,26.53,27.1,Anchorage
1982-11,1.72,20.98,23.4,Anchorage
1982-12,0.11,21.47,1.9,Anchorage
1983-01,0.21,16.18,3.7,Anchorage
1983-02,0.23,21.36,4.3,Anchorage
1983-03,,28.71,,Anchorage
1983-04,1.36,37.33,11,Anchorage
1983-05,0.59,48.61,0,Anchorage
1983-06,0.66,55.88,0,Anchorage
1983-07,0.55,58.48,0,Anchorage
1983-08,2.89,56.06,0,Anchorage
1983-09,2.29,45.3,,Anchorage
1983-10,2.67,34.34,23.7,Anchorage
1983-11,0.23,24.92,2.1,Anchorage
1983-12,0.48,16.68,10.5,Anchorage
1984-01,1.3,18.79,15,Anchorage
1984-02,1.08,19.34,18.9,Anchorage
1984-03,0.08,36.35,0.2,Anchorage
1984-04,0.93,38.77,9.8,Anchorage
1984-05,0.96,49.56,0,Anchorage
1984-06,1.1,58.82,0,Anchorage
1984-07,1.11,60.77,0,Anchorage
1984-08,3.21,56.56,0,Anchorage
1984-09,2.59,49.23,0,Anchorage
1984-10,1.38,35.52,3.3,Anchorage
1984-11,0.15,19.77,1.8,Anchorage
1984-12,1.08,18.84,18,Anchorage
1985-01,0.7,30.23,8.4,Anchorage
1985-02,0.67,13.43,7.9,Anchorage
1985-03,0.86,26.66,12.8,Anchorage
1985-04,0.5,28.35,7.3,Anchorage
1985-05,1.45,45.05,1.3,Anchorage
1985-06,1.01,51.85,0,Anchorage
1985-07,0.99,58.47,0,Anchorage
1985-08,3.54,55.18,0,Anchorage
1985-09,3.17,47.6,0,Anchorage
1985-10,1.07,30.34,0.8,Anchorage
1985-11,0.08,13.95,1.5,Anchorage
1985-12,1.47,27.47,6.1,Anchorage
1986-01,0.2,25.56,5.1,Anchorage
1986-02,0.55,21.73,6.1,Anchorage
1986-03,1.7,24.08,21,Anchorage
1986-04,0.42,31,5.4,Anchorage
1986-05,0.5,46.52,0.1,Anchorage
1986-06,0.33,54.55,0,Anchorage
1986-07,2.02,57.94,0,Anchorage
1986-08,3.62,54.31,0,Anchorage
1986-09,2.85,48.52,0,Anchorage
1986-10,4.11,38.94,,Anchorage
1986-11,1.23,24.97,3.8,Anchorage
1986-12,1.42,28.24,10.1,Anchorage
1987-01,2.71,22.82,18.5,Anchorage
1987-02,0.2,25.25,2.2,Anchorage
1987-03,0.17,26.76,2.5,Anchorage
1987-04,0.24,37.92,1.6,Anchorage
1987-05,0.67,47.18,0,Anchorage
1987-06,1.09,51.85,0,Anchorage
1987-07,1.89,57.03,0,Anchorage
1987-08,0.43,57.29,0,Anchorage
1987-09,1.91,47.92,0,Anchorage
1987-10,2.6,38.92,,Anchorage
1987-11,1.9,26.9,29.2,Anchorage
1987-12,1.12,18.19,26.3,Anchorage
1988-01,0.38,17.97,4.7,Anchorage
1988-02,0.32,22.69,9.2,Anchorage
1988-03,0.65,31.27,8.5,Anchorage
1988-04,0.37,37.08,2,Anchorage
1988-05,0.56,48.48,0,Anchorage
1988-06,0.79,55.22,0,Anchorage
1988-07,0.64,58.82,0,Anchorage
1988-08,3.77,56.02,0,Anchorage
1988-09,1.26,47.98,0,Anchorage
1988-10,2.96,33.23,12,Anchorage
1988-11,1.11,20.43,15.3,Anchorage
1988-12,1.51,21.94,18.6,Anchorage
1989-01,0.26,3.44,10.1,Anchorage
1989-02,0.17,17.59,2.3,Anchorage
1989-03,0.22,23.56,5.1,Anchorage
1989-04,0.98,39.27,,Anchorage
1989-05,1.93,46.29,0.2,Anchorage
1989-06,1.14,55.22,0,Anchorage
1989-07,2.89,59.4,0,Anchorage
1989-08,9.77,58.97,0,Anchorage
1989-09,3.92,50.62,0,Anchorage
1989-10,3.63,33.94,16.3,Anchorage
1989-11,1.01,17.22,10.1,Anchorage
1989-12,1.63,24.21,20,Anchorage
1990-01,1.42,15.44,27.5,Anchorage
1990-02,1.46,3.75,23,Anchorage
1990-03,0.46,28.6,4.7,Anchorage
1990-04,0.27,39.87,0.8,Anchorage
1990-05,0.71,49.81,,Anchorage
1990-06,1.52,57.05,0,Anchorage
1990-07,0.81,58.61,0,Anchorage
1990-08,1.9,57.71,0,Anchorage
1990-09,6.64,49.55,0,Anchorage
1990-10,0.73,32.27,1.6,Anchorage
1990-11,1.31,9.93,16.9,Anchorage
1990-12,1.78,14.74,21.4,Anchorage
1991-01,0.62,15.92,7.7,Anchorage
1991-02,0.42,19.54,5.4,Anchorage
1991-03,0.65,23.73,12.7,Anchorage
1991-04,0.23,37.7,,Anchorage
1991-05,0.12,46.55,0,Anchorage
1991-06,0.18,55.67,0,Anchorage
1991-07,2.82,57.48,0,Anchorage
1991-08,3.54,55.48,0,Anchorage
1991-09,3.41,50.98,0,Anchorage
1991-10,1.93,33,11.6,Anchorage
1991-11,1.57,24.98,19.3,Anchorage
1991-12,1.82,20.45,26.2,Anchorage
1992-01,1.17,20.27,21.4,Anchorage
1992-02,1.04,15.02,18.3,Anchorage
1992-03,0.31,24.89,2.7,Anchorage
1992-04,0.08,35.13,,Anchorage
1992-05,0.58,46.06,0.2,Anchorage
1992-06,1.21,55.83,0,Anchorage
1992-07,0.79,59.52,0,Anchorage
1992-08,2.49,55.76,0,Anchorage
1992-09,2.83,40.28,3,Anchorage
1992-10,2.08,31.21,13,Anchorage
1992-11,1.17,27.08,9.1,Anchorage
1992-12,0.69,15.02,12.1,Anchorage
1993-01,0.94,14.45,13.7,Anchorage
1993-02,1.17,21.02,18.3,Anchorage
1993-03,0.29,28.74,5.7,Anchorage
1993-04,0.09,40.6,0,Anchorage
1993-05,1.17,50.69,0,Anchorage
1993-06,0.17,56.33,0,Anchorage
1993-07,0.57,61.08,0,Anchorage
1993-08,4.02,58.79,0,Anchorage
1993-09,4.27,48.83,,Anchorage
1993-10,1.9,38.68,4.4,Anchorage
1993-11,2,25.15,11.9,Anchorage
1993-12,0.3,23.95,5.1,Anchorage
1994-01,0.59,21.71,7.5,Anchorage
1994-02,0.28,17.09,1.7,Anchorage
1994-03,1.51,25.63,29.9,Anchorage
1994-04,0.45,38.57,6,Anchorage
1994-05,0.51,47.11,0,Anchorage
1994-06,1.34,56.67,0,Anchorage
1994-07,0.57,58.81,0,Anchorage
1994-08,1.02,58.74,0,Anchorage
1994-09,1.66,48.62,0,Anchorage
1994-10,1.21,33.52,9.1,Anchorage
1994-11,2.47,15.23,38.8,Anchorage
1994-12,1.51,15.69,29,Anchorage
1995-01,0.52,15.6,12.6,Anchorage
1995-02,1,20.66,15.3,Anchorage
1995-03,0.88,18.6,16.7,Anchorage
1995-04,0.08,40.33,0,Anchorage
1995-05,1.11,48.77,0,Anchorage
1995-06,0.91,55.95,0,Anchorage
1995-07,3.01,59.21,0,Anchorage
1995-08,2.19,57.89,0,Anchorage
1995-09,2.93,53.63,0,Anchorage
1995-10,0.95,38.11,4,Anchorage
1995-11,0.09,21,0.9,Anchorage
1995-12,0.09,18.97,2.5,Anchorage
1996-01,0.11,6.02,2.5,Anchorage
1996-02,2.4,15.78,52.1,Anchorage
1996-03,0.42,29.18,6.1,Anchorage
1996-04,0.08,38.62,0.9,Anchorage
1996-05,0.2,50.02,0,Anchorage
1996-06,0.5,56.82,0,Anchorage
1996-07,2.04,59.9,0,Anchorage
1996-08,2.53,56.61,0,Anchorage
1996-09,1.93,46.47,0.1,Anchorage
1996-10,2.63,25.35,28.1,Anchorage
1996-11,1.38,18.95,25.7,Anchorage
1996-12,0.24,12.92,4.7,Anchorage
1997-01,0.12,15.85,3.1,Anchorage
1997-02,0.52,30.62,5.1,Anchorage
1997-03,0.01,24.55,0.8,Anchorage
1997-04,0.25,38.2,0.2,Anchorage
1997-05,1.12,47.95,0,Anchorage
1997-06,0.6,56.67,0,Anchorage
1997-07,1.36,60.81,0,Anchorage
1997-08,8.37,58.08,,Anchorage
1997-09,2.53,50.38,0,Anchorage
1997-10,1.93,29.63,11.6,Anchorage
1997-11,0.87,27.92,6.4,Anchorage
1997-12,1.8,16.82,26.6,Anchorage
1998-01,0.45,15.44,6.8,Anchorage
1998-02,0.24,25.73,2.7,Anchorage
1998-03,0.07,30.13,0.6,Anchorage
1998-04,0.39,40.15,1.8,Anchorage
1998-05,0.63,47.34,0,Anchorage
1998-06,2.7,54.7,0,Anchorage
1998-07,0.91,57.27,0,Anchorage
1998-08,3.17,53.76,0,Anchorage
1998-09,0.73,49,0,Anchorage
1998-10,0.54,35.92,1,Anchorage
1998-11,0.37,23.43,11.1,Anchorage
1998-12,1.32,14.29,37.6,Anchorage
1999-01,0.33,11.89,10.7,Anchorage
1999-02,0.28,7.2,6.7,Anchorage
1999-03,0.62,24.06,21.7,Anchorage
1999-04,0.23,34.52,4.4,Anchorage
1999-05,1.33,45.69,0.9,Anchorage
1999-06,1.1,55.28,0,Anchorage
1999-07,2.06,58.4,0,Anchorage
1999-08,4.4,56.85,0,Anchorage
1999-09,3.19,48.87,0,Anchorage
1999-10,2.65,34.02,7.3,Anchorage
1999-11,0.33,19.63,8.5,Anchorage
1999-12,1.45,14.89,21.9,Anchorage
2000-01,1.33,14.76,34.4,Anchorage
2000-02,0.57,25.91,4.7,Anchorage
2000-03,0.47,29.61,9.8,Anchorage
2000-04,0.39,37.33,3.4,Anchorage
2000-05,0.69,46.05,0,Anchorage
2000-06,1.43,55.12,0,Anchorage
2000-07,2.58,56.84,0,Anchorage
2000-08,1.68,54.76,0,Anchorage
2000-09,3.24,47.02,,Anchorage
2000-10,0.58,34.74,4.1,Anchorage
2000-11,1.08,29.68,3.2,Anchorage
2000-12,0.58,25.03,5.2,Anchorage
2001-01,1.1,27.44,11.2,Anchorage
2001-02,0.88,23.11,21.4,Anchorage
2001-03,0.88,28.79,14.8,Anchorage
2001-04,0.34,37.68,1.3,Anchorage
2001-05,0.33,44.82,6.1,Anchorage
2001-06,0.24,58.08,0,Anchorage
2001-07,4.49,57.68,0,Anchorage
2001-08,0.97,58.31,0,Anchorage
2001-09,1.14,49.23,0,Anchorage
2001-10,1.57,30.11,22.4,Anchorage
2001-11,0.26,19.58,6.5,Anchorage
2001-12,0.33,10.77,9.1,Anchorage
2002-01,0.69,23.71,7.1,Anchorage
2002-02,0.29,21.29,9,Anchorage
2002-03,1.6,22.02,29.5,Anchorage
2002-04,0.23,30.83,0.1,Anchorage
2002-05,0.13,48.4,0.7,Anchorage
2002-06,1.07,53.38,0,Anchorage
2002-07,1.37,59.74,0,Anchorage
2002-08,3.21,56.92,0,Anchorage
2002-09,3.57,50.08,0,Anchorage
2002-10,4.03,41.13,,Anchorage
2002-11,0.31,35.15,2.1,Anchorage
2002-12,1.55,24.03,23.5,Anchorage
2003-01,0.39,22.06,3,Anchorage
2003-02,0.86,31.25,0.3,Anchorage
2003-03,0.28,26.81,7.5,Anchorage
2003-04,0.17,38.4,0.4,Anchorage
2003-05,0.68,48.06,0,Anchorage
2003-06,0.86,55.8,0,Anchorage
2003-07,1.25,62.24,0,Anchorage
2003-08,2.36,57.82,0,Anchorage
2003-09,1.95,48.95,,Anchorage
2003-10,2.78,40.02,0,Anchorage
2003-11,2.25,21.45,28.8,Anchorage
2003-12,1.86,16.75,37.6,Anchorage
2004-01,0.48,9.65,9.4,Anchorage
2004-02,0.71,26.34,10.4,Anchorage
2004-03,0.76,24.21,22.2,Anchorage
2004-04,0.97,37.3,5.4,Anchorage
2004-05,0.97,49.9,0,Anchorage
2004-06,0.86,57.43,0,Anchorage
2004-07,0.69,61.84,0,Anchorage
2004-08,0.76,61.19,0,Anchorage
2004-09,7.61,44.95,6.3,Anchorage
2004-10,1.31,38.23,3.4,Anchorage
2004-11,2.63,28.98,16,Anchorage
2004-12,1.52,21.89,21.5,Anchorage
2005-01,0.63,18.79,1.7,Anchorage
2005-02,1.14,20.45,15.4,Anchorage
2005-03,0.99,32.05,10.7,Anchorage
2005-04,0.12,40.05,1.1,Anchorage
2005-05,0.19,50.58,0,Anchorage
2005-06,1.05,56.9,0,Anchorage
2005-07,0.96,61.35,0,Anchorage
2005-08,2.55,58.1,0,Anchorage
2005-09,3.94,51.38,0,Anchorage
2005-10,0.64,36.61,1.5,Anchorage
2005-11,0.94,16.83,16.7,Anchorage
2005-12,0.89,25.4,14.7,Anchorage
2006-01,0.33,10.58,10.7,Anchorage
2006-02,0.91,21.88,8.5,Anchorage
2006-03,0.63,23.66,12.3,Anchorage
2006-04,0.47,35.78,5.1,Anchorage
2006-05,0.4,48.63,0.3,Anchorage
2006-06,1.35,54.42,0,Anchorage
2006-07,1.04,58.16,0,Anchorage
2006-08,5.64,54.85,0,Anchorage
2006-09,3.14,49.48,0,Anchorage
2006-10,1.65,38.97,8.7,Anchorage
2006-11,0.04,11.48,1,Anchorage
2006-12,2.09,21.55,36.9,Anchorage
2007-01,1.08,16.71,29.3,Anchorage
2007-02,0.12,17.27,4.4,Anchorage
2007-03,0.2,14.32,4,Anchorage
2007-04,0.09,38.38,,Anchorage
2007-05,0.62,47.29,0,Anchorage
2007-06,1.09,54.47,0,Anchorage
2007-07,1.46,58.18,0,Anchorage
2007-08,1.62,58.21,0,Anchorage
2007-09,3.91,50.48,0,Anchorage
2007-10,1.76,35.53,3.1,Anchorage
2007-11,1.08,30.75,14.8,Anchorage
2007-12,0.58,19.48,13.8,Anchorage
2008-01,1.19,13.37,27.2,Anchorage
2008-02,0.85,16.76,17.4,Anchorage
2008-03,0.51,30.21,2,Anchorage
2008-04,1.82,33.38,30.8,Anchorage
2008-05,0.36,45.79,0,Anchorage
2008-06,0.59,51.62,0,Anchorage
2008-07,3.25,55.82,0,Anchorage
2008-08,0.93,55.58,0,Anchorage
2008-09,3.2,48.43,0,Anchorage
2008-10,1.69,29.34,13.1,Anchorage
2008-11,0.82,21.18,21.7,Anchorage
2008-12,0.92,14.19,17.8,Anchorage
2009-01,0.89,12.97,10.8,Anchorage
2009-02,0.46,17.48,13.6,Anchorage
2009-03,0.98,21.81,14.8,Anchorage
2009-04,0.11,35.3,1.6,Anchorage
2009-05,0.6,48.48,0,Anchorage
2009-06,0.57,54.22,0,Anchorage
2009-07,1.21,59.37,0,Anchorage
2009-08,2.57,56.21,0,Anchorage
2009-09,1.17,48.95,,Anchorage
2009-10,2.12,40.71,,Anchorage
2009-11,1.13,20.55,14.1,Anchorage
2009-12,0.71,20.24,11.4,Anchorage
2010-01,0.68,18.45,10.9,Anchorage
2010-02,0.87,25.59,15.6,Anchorage
2010-03,0.51,27.05,8.5,Anchorage
2010-04,1.13,36.83,14.1,Anchorage
2010-05,0.08,48.42,0,Anchorage
2010-06,1.09,54.28,0,Anchorage
2010-07,3.14,56.53,0,Anchorage
2010-08,3.03,56.65,0,Anchorage
2010-09,1.03,49.65,,Anchorage
2010-10,0.43,38.16,,Anchorage
2010-11,2.65,25.97,20.1,Anchorage
2010-12,0.87,11.16,15.6,Anchorage
2011-01,0.52,18.76,7.3,Anchorage
2011-02,0.73,17.14,8.5,Anchorage
2011-03,0.45,25.05,5.8,Anchorage
2011-04,0.37,37.58,4.6,Anchorage
2011-05,0.35,48.08,0,Anchorage
2011-06,1.19,54.27,0,Anchorage
2011-07,1.92,57.97,0,Anchorage
2011-08,3.93,55.5,0,Anchorage
2011-09,0.63,49.67,0,Anchorage
2011-10,1.48,37.69,3.4,Anchorage
2011-11,2.18,14.83,32.4,Anchorage
2011-12,2.67,23.71,31.1,Anchorage
2012-01,1.17,2.87,25.2,Anchorage
2012-02,1.6,25.33,27.8,Anchorage
2012-03,0.59,20.89,9.5,Anchorage
2012-04,0.5,38.72,5.1,Anchorage
2012-05,0.43,45.79,0,Anchorage
2012-06,1.37,54.85,0,Anchorage
2012-07,2.14,56.26,0,Anchorage
2012-08,1.82,56.74,0,Anchorage
2012-09,6.12,48.98,0.2,Anchorage
2012-10,2.63,34.32,3.2,Anchorage
2012-11,0.23,18.52,3.3,Anchorage
2012-12,1.65,15.68,18.2,Anchorage
2013-01,1.1,23.27,14.7,Anchorage
2013-02,1.12,25.95,16.5,Anchorage
2013-03,1.32,24.71,20.6,Anchorage
2013-04,0.78,29.28,16,Anchorage
2013-05,1.4,45.27,1.3,Anchorage
2013-06,0.38,59.42,0,Anchorage
2013-07,1.02,62.24,0,Anchorage
2013-08,5.04,58.53,0,Anchorage
2013-09,5.56,49.22,,Anchorage
2013-10,3.14,43.94,,Anchorage
2013-11,1.68,23.13,11.2,Anchorage
2013-12,1.43,15.73,23.1,Anchorage
2014-01,1.52,30.26,9.2,Anchorage
2014-02,0.43,19.25,9.9,Anchorage
2014-03,0.79,27.58,10.9,Anchorage
2014-04,0.08,38.48,0.4,Anchorage
2014-05,0.46,52.47,0,Anchorage
2014-06,3.21,54.77,0,Anchorage
2014-07,2.99,60.63,0,Anchorage
2014-08,2.52,58.47,0,Anchorage
2014-09,4.01,50.43,0,Anchorage
2014-10,1.2,34.68,3.8,Anchorage
2014-11,0.39,31.27,2.2,Anchorage
2014-12,0.68,27.79,7.5,Anchorage
2015-01,0.35,20.37,5.9,Anchorage
2015-02,0.72,24.96,1.1,Anchorage
2015-03,0.77,29.66,0.2,Anchorage
2015-04,0.7,40.68,4.4,Anchorage
2015-05,0.55,50.19,0,Anchorage
2015-06,0.93,59.48,0,Anchorage
2015-07,2.37,62.15,0,Anchorage
2015-08,0.98,58.92,0,Anchorage
2015-09,7.7,46.4,2.8,Anchorage
2015-10,1.96,40.44,3.1,Anchorage
2015-11,1.69,23.77,13.8,Anchorage
2015-12,0.23,21.45,2.6,Anchorage
2016-01,0.28,27.06,3.5,Anchorage
2016-02,0.32,29.93,1.8,Anchorage
2016-03,1.23,33.45,10.7,Anchorage
2016-04,0.02,43.45,0,Anchorage
2016-05,0.33,51.97,0,Anchorage
2016-06,1.71,59.08,0,Anchorage
2016-07,2.48,62.69,0,Anchorage
2016-08,5.45,60.5,0,Anchorage
2016-09,2.35,51.65,0,Anchorage
2016-10,0.59,35.85,2.6,Anchorage
2016-11,0.25,26.12,1.3,Anchorage
2016-12,1.47,16.03,16.9,Anchorage
2017-01,1.71,13.65,31.7,Anchorage
2017-02,0.99,18.71,19.6,Anchorage
2017-03,0.67,19.21,10.3,Anchorage
2017-04,0.4,40.33,,Anchorage
2017-05,1.06,47.87,0,Anchorage
2017-06,0.87,55.3,0,Anchorage
2017-07,2.13,60.19,0,Anchorage
2017-08,4.1,57.53,0,Anchorage
2017-09,2.46,51.62,0,Anchorage
2017-10,3.12,39.13,0.5,Anchorage
2017-11,0.71,20.85,7.8,Anchorage
2017-12,0.44,26.45,2.1,Anchorage
2018-01,0.81,20.16,11.8,Anchorage
2018-02,2.29,18.95,25.3,Anchorage
2018-03,0.82,27.65,10.8,Anchorage
2018-04,0.32,39.6,,Anchorage
2018-05,0.33,48.48,0,Anchorage
2018-06,1.11,56.53,0,Anchorage
2018-07,1.52,61.39,0,Anchorage
2018-08,3.67,58.32,0,Anchorage
2018-09,0.87,55.02,0,Anchorage
2018-10,2.81,44.82,0.4,Anchorage
2018-11,1.46,30.13,4.8,Anchorage
2018-12,2.43,25.56,32.6,Anchorage
2019-01,0.76,20.29,5.5,Anchorage
2019-02,0.92,20.79,12.6,Anchorage
2019-03,0.04,35.73,,Anchorage
2019-04,1.11,40.05,9.1,Anchorage
2019-05,2.18,50.18,0,Anchorage
2019-06,0.06,60.47,0,Anchorage
2019-07,0.8,65.26,0,Anchorage
2019-08,0.04,62.65,0,Anchorage
2019-09,3.78,52.67,,Anchorage
2019-10,1.85,41.76,0.2,Anchorage
2019-11,2.04,35.68,10.5,Anchorage
2019-12,0.98,24.71,20.2,Anchorage
2020-01,0.7,6.18,15.8,Anchorage
2020-02,1.61,18.72,19.9,Anchorage
2020-03,1.42,21.48,17,Anchorage
2020-04,0.97,36.62,5,Anchorage
2020-05,0.63,50.4,0,Anchorage
2020-06,0.67,55.53,0,Anchorage
2020-07,1.65,60.97,0,Anchorage
2020-08,3.21,58.84,0,Anchorage
2020-09,1.88,50.63,0,Anchorage
2020-10,1.43,37.19,0.9,Anchorage
2020-11,1.56,21.37,12.5,Anchorage
2020-12,1.49,22.63,22.2,Anchorage
2021-01,0.67,22.26,3,Anchorage
2021-02,0.9,14.25,15.2,Anchorage
2021-03,1,19.18,13.5,Anchorage
2021-04,0.17,34.82,1.9,Anchorage
2021-05,1.09,47.98,0,Anchorage
2021-06,0.31,56.45,0,Anchorage
2021-07,1.23,59.08,0,Anchorage
2021-08,4.34,57.31,0,Anchorage
2021-09,1.95,47.43,,Anchorage
2021-10,1.54,37.87,2.3,Anchorage
2021-11,1.18,15.75,16.5,Anchorage
2021-12,1.06,17.05,11.5,Anchorage
2022-01,1.07,20.65,15.5,Anchorage
2022-02,2.76,28.11,24,Anchorage
2022-03,0.89,32.34,16.9,Anchorage
2022-04,0.16,37.95,2.6,Anchorage
2022-05,0.26,50.87,,Anchorage
2022-06,0.07,60.1,0,Anchorage
2022-07,4.26,59.44,0,Anchorage
2022-08,6.8,56.13,0,Anchorage
2022-09,5.18,50.28,0,Anchorage
2022-10,2.16,36.74,4.3,Anchorage
2022-11,1.17,23.6,9.8,Anchorage
2022-12,3.82,14.6,41.2,Anchorage
2023-01,0.59,23.73,6.4,Anchorage
2023-02,1.64,19.89,32.4,Anchorage
2023-03,0.14,25,2.1,Anchorage
2023-04,0.57,32.42,10,Anchorage
2023-05,0.86,46.31,1.7,Anchorage
2023-06,1.74,53.88,0,Anchorage
2023-07,4.08,58.08,0,Anchorage
2023-08,3.83,58.84,0,Anchorage
2023-09,3.03,48.23,0,Anchorage
2023-10,2.23,36.15,1.2,Anchorage
2023-11,3.44,28.12,39.3,Anchorage
2023-12,1.92,16.74,39,Anchorage
2024-01,1.29,13.18,25.5,Anchorage
